x,z_lower,z_upper
3.0663135757446289,8.8771910794908049,9.0663462363475933
3.0668708343505857,8.8771610789550568,9.0669293846050696
3.067428092956543,8.8771310784193069,9.0675125328625459
3.0679853439331053,8.8771010782942952,9.0680956731361739
3.0685426025390625,8.8770710777585453,9.0686788213936502
3.0690998611450198,8.8770410772227972,9.0692619696511265
3.0696571197509765,8.8770110766870474,9.0698451179086028
3.0702143707275389,8.8769810765620338,9.0704282581822291
3.0707716293334961,8.8769510760262857,9.0710114064397072
3.0713288879394529,8.8769210754905359,9.0715945546971817
3.0718861465454101,8.8768910749547878,9.072177702954658
3.0724434051513674,8.8768610744190397,9.072760851212136
3.0730006561279297,8.8768310742940262,9.0733439914857641
3.0735579147338865,8.8768010737582763,9.0739271397432386
3.0741151733398437,8.8767710732225282,9.0745102880007167
3.074672431945801,8.8767410726867784,9.0750934362581912
3.0752296829223633,8.8767110725617666,9.0756765765318193
3.0757869415283201,8.8766810720260167,9.0762597247892955
3.0763442001342773,8.8766510714902687,9.0768428730467718
3.0769014587402346,8.8766210709545188,9.0774260213042481
3.0774587173461914,8.8765910704187707,9.0780091695617244
3.0780159683227537,8.8765610702937572,9.0785923098353525
3.0785732269287109,8.8765310697580091,9.0791754580928288
3.0791304855346682,8.8765010692222592,9.0797561634724602
3.079687744140625,8.8764710686865111,9.0802607705863316
3.0802449951171873,8.8764410685614976,9.0807653707916565
3.0808022537231445,8.8764110680257495,9.0812699779055279
3.0813595123291018,8.8763810674899997,9.0817745850194012
3.0819167709350586,8.8763510669542516,9.0822791921332726
3.0824740295410158,8.8763210664185017,9.0827837992471441
3.0830312805175781,8.8763034221493626,9.0832883994524707
3.0835885391235354,8.8763911502603623,9.0837930065663421
3.0841457977294922,8.876478878371362,9.0842976136802136
3.0847030563354494,8.8765666064823616,9.0848022207940851
3.0852603149414062,8.8766543345933613,9.0853068279079583
3.085817565917969,8.876742061503279,9.0858114281132831
3.0863748245239258,8.8768297896142787,9.0863160352271564
3.086932083129883,8.8769175177252784,9.0868206423410278
3.0874893417358398,8.877005245836278,9.0873252494548993
3.0880465927124021,8.8770929727461976,9.0878298496602241
3.0886038513183594,8.8771807008571972,9.0883344567740973
3.0891611099243166,8.8772684289681969,9.0888390638879688
3.0897183685302734,8.8773561570791966,9.0893436710018403
3.0902756271362306,8.8774438851901962,9.0898482781157135
3.0908328781127929,8.877531612100114,9.0903528783210383
3.0913901367187502,8.8776193402111137,9.0908574854349098
3.091947395324707,8.8777070683221133,9.0913620925487812
3.0925046539306642,8.877794796433113,9.0918666996626545
3.0930619049072265,8.8778825233430325,9.0923712998679793
3.0936191635131838,8.8779702514540322,9.0928759069818526
3.0941764221191406,8.8780579795650318,9.093380514095724
3.0947336807250978,8.8781457076760297,9.0938851212095955
3.0952909393310546,8.8782334357870294,9.0943897283234669
3.0958481903076174,8.8783211626969489,9.0948943285287935
3.0964054489135742,8.8784088908079486,9.095398935642665
3.0969627075195314,8.8784966189189483,9.0959035427565365
