x,z
3.150886690000000101e+00,8.858842609999999951e+00
3.157047400000000170e+00,8.853286179999999561e+00
3.163139810000000107e+00,8.847791349999999611e+00
3.163319519999999940e+00,8.836954860000000522e+00
3.163325990000000143e+00,8.836913739999999962e+00
3.163724479999999950e+00,8.836348779999999792e+00
3.175827319999999787e+00,8.819194539999999805e+00
3.198432690000000189e+00,8.803382940000000545e+00
3.199383880000000069e+00,8.802767310000000123e+00
3.199856360000000066e+00,8.802515109999999865e+00
3.230433960000000049e+00,8.787018899999999633e+00
3.245057960000000019e+00,8.780565109999999507e+00
3.245882649999999980e+00,8.780228559999999405e+00
3.246791679999999847e+00,8.779914890000000582e+00
3.263631479999999918e+00,8.773878540000000115e+00
3.309161730000000023e+00,8.762259529999999685e+00
3.310256789999999949e+00,8.762031770000000108e+00
3.311323929999999915e+00,8.761807479999999870e+00
3.367815209999999837e+00,8.749913850000000437e+00
3.418713729999999895e+00,8.742901970000000134e+00
3.419918959999999952e+00,8.742775039999999720e+00
3.473687299999999922e+00,8.736898469999999861e+00
3.474679740000000017e+00,8.736775550000000834e+00
3.475680609999999948e+00,8.736679150000000504e+00
3.552120529999999832e+00,8.730214439999999243e+00
3.553216879999999911e+00,8.730182459999999978e+00
3.632868680000000072e+00,8.726406669999999366e+00
3.633983329999999956e+00,8.726334579999999619e+00
3.635099900000000162e+00,8.726294929999999894e+00
3.636244920000000214e+00,8.726259230000000144e+00
3.693219759999999852e+00,8.725470809999999133e+00
3.721799929999999978e+00,8.724741310000000638e+00
3.722930639999999958e+00,8.724801779999999951e+00
3.810119470000000064e+00,8.724820469999999162e+00
3.811826509999999946e+00,8.724832190000000764e+00
3.861765989999999871e+00,8.725323469999999304e+00
3.911331670000000038e+00,8.726372570000000550e+00
3.912371949999999821e+00,8.726368340000000501e+00
3.913407400000000091e+00,8.726391319999999396e+00
3.996896430000000056e+00,8.729706379999999655e+00
3.998090019999999800e+00,8.729815220000000764e+00
4.083183870000000049e+00,8.735019929999999988e+00
4.084517230000000332e+00,8.735078050000000260e+00
4.085847550000000439e+00,8.735165670000000659e+00
4.186752420000000363e+00,8.743166360000000026e+00
4.188138870000000402e+00,8.743334100000000220e+00
4.290951520000000130e+00,8.753078079999999872e+00
4.292583519999999986e+00,8.753209489999999704e+00
4.294207390000000402e+00,8.753367000000000786e+00
4.424060700000000068e+00,8.767463380000000583e+00
4.425796970000000385e+00,8.767708889999999755e+00
4.427543680000000315e+00,8.767923910000000376e+00
4.490879149999999598e+00,8.778858330000000265e+00
4.491749320000000267e+00,8.779027069999999711e+00
4.555211779999999600e+00,8.794836670000000467e+00
4.556788710000000187e+00,8.795181319999999303e+00
4.559803729999999611e+00,8.795969830000000655e+00
4.604821720000000340e+00,8.807631790000000294e+00
4.612083000000000155e+00,8.810738159999999652e+00
4.619084380000000323e+00,8.813967429999999936e+00
4.621045099999999906e+00,8.814626179999999422e+00
4.636197969999999557e+00,8.819583579999999756e+00
4.637025429999999560e+00,8.819828190000000845e+00
4.667457800000000212e+00,8.830019670000000431e+00
4.668805090000000213e+00,8.830425919999999707e+00
4.682644050000000391e+00,8.834122839999999144e+00
4.687644790000000228e+00,8.836308280000000792e+00
4.690218540000000047e+00,8.837438470000000379e+00
4.691524259999999558e+00,8.838013139999999268e+00
4.692181889999999633e+00,8.838302889999999579e+00
4.692511900000000402e+00,8.838448380000000881e+00
4.692842729999999740e+00,8.838594269999999753e+00
4.693355600000000294e+00,8.838736020000000693e+00
4.694616189999999634e+00,8.839086540000000269e+00
4.695171750000000088e+00,8.839240150000000185e+00
4.696276499999999743e+00,8.839545499999999834e+00
4.702144979999999919e+00,8.841546980000000389e+00
4.704008009999999906e+00,8.842254790000000142e+00
4.704944789999999877e+00,8.842610869999999679e+00
4.705885109999999649e+00,8.842968409999999224e+00
4.706694409999999884e+00,8.843232490000000112e+00
4.708078999999999681e+00,8.843705169999999782e+00
4.708656069999999971e+00,8.843914410000000004e+00
4.710529359999999777e+00,8.844547379999999848e+00
4.713437429999999928e+00,8.845518289999999340e+00
4.714048949999999572e+00,8.845700259999999204e+00
4.715687919999999700e+00,8.846251770000000292e+00
4.716761049999999678e+00,8.846617079999999689e+00
4.717476249999999816e+00,8.846860299999999455e+00
4.717986589999999758e+00,8.847033980000000852e+00
4.718667199999999617e+00,8.847266019999999287e+00
4.721037520000000320e+00,8.848068969999999922e+00
4.721331349999999816e+00,8.848168700000000442e+00
4.722531929999999711e+00,8.848580330000000771e+00
4.724592150000000323e+00,8.849279850000000280e+00
4.727269539999999992e+00,8.850180480000000571e+00
4.728330879999999681e+00,8.850540799999999209e+00
4.729038349999999724e+00,8.850780609999999271e+00
4.729543160000000412e+00,8.850951840000000459e+00
4.730643920000000335e+00,8.851323600000000624e+00
4.730925380000000402e+00,8.851418980000000047e+00
4.731193339999999914e+00,8.851509919999999809e+00
4.731605159999999977e+00,8.851649310000000881e+00
4.733484269999999938e+00,8.852284219999999593e+00
4.733916360000000267e+00,8.852430959999999516e+00
4.735067660000000345e+00,8.852819200000000777e+00
4.736695550000000310e+00,8.853367249999999800e+00
4.738683459999999847e+00,8.854037659999999477e+00
4.740102000000000260e+00,8.854517559999999676e+00
4.741081150000000299e+00,8.854847639999999132e+00
4.742207729999999621e+00,8.855230479999999460e+00
4.743071119999999752e+00,8.855517850000000024e+00
4.746098739999999871e+00,8.856534710000000032e+00
4.748913469999999748e+00,8.857467229999999248e+00
4.749064719999999795e+00,8.857517680000000837e+00
4.749195860000000380e+00,8.857560510000000775e+00
4.750915479999999746e+00,8.858131910000000886e+00
4.753652670000000136e+00,8.859041709999999625e+00
4.753817040000000382e+00,8.859096449999999123e+00
4.753861330000000329e+00,8.859111139999999551e+00
4.753938210000000275e+00,8.859136610000000189e+00
4.754002729999999843e+00,8.859158100000000147e+00
4.754104800000000353e+00,8.859191850000000201e+00
4.755578869999999903e+00,8.859682799999999858e+00
4.756682080000000035e+00,8.860046690000000780e+00
4.757356790000000224e+00,8.860268619999999373e+00
4.759759729999999855e+00,8.861058050000000463e+00
4.760430200000000056e+00,8.861276869999999306e+00
4.761239230000000155e+00,8.861539949999999166e+00
4.762950609999999863e+00,8.862100870000000796e+00
4.763836200000000076e+00,8.862389529999999738e+00
4.764377190000000262e+00,8.862566219999999717e+00
4.765471439999999781e+00,8.862921019999999928e+00
4.765671580000000240e+00,8.862986420000000365e+00
4.765916510000000272e+00,8.863065980000000010e+00
4.767057490000000008e+00,8.863435909999999751e+00
4.767246379999999562e+00,8.863497130000000723e+00
4.767690779999999684e+00,8.863640789999999825e+00
4.769526929999999609e+00,8.864233360000000062e+00
4.769937529999999981e+00,8.864365259999999580e+00
4.770407490000000195e+00,8.864516119999999333e+00
4.771139139999999834e+00,8.864752470000000883e+00
4.771623429999999999e+00,8.864907360000000125e+00
4.772076049999999903e+00,8.865052390000000671e+00
4.773150529999999669e+00,8.865395850000000522e+00
4.773794839999999873e+00,8.865601379999999310e+00
4.775486850000000061e+00,8.866135359999999466e+00
4.783227169999999973e+00,8.868574349999999384e+00
4.784874190000000027e+00,8.869093689999999697e+00
4.785462769999999644e+00,8.869279549999999901e+00
4.785565110000000288e+00,8.869311559999999872e+00
4.785708439999999619e+00,8.869356350000000333e+00
4.785730509999999605e+00,8.869363160000000690e+00
4.785769890000000082e+00,8.869375429999999838e+00
4.786281040000000431e+00,8.869534090000000148e+00
4.787345710000000309e+00,8.869864839999999973e+00
4.788770139999999564e+00,8.870306559999999507e+00
4.789571689999999826e+00,8.870557619999999588e+00
4.790145060000000399e+00,8.870734519999999179e+00
4.790908769999999706e+00,8.870967690000000516e+00
4.791832809999999832e+00,8.871250209999999470e+00
4.792443249999999821e+00,8.871438039999999248e+00
4.793558879999999967e+00,8.871776770000000312e+00
4.793700549999999616e+00,8.871819920000000081e+00
4.795015850000000412e+00,8.872222589999999798e+00
4.796298659999999714e+00,8.872611459999999894e+00
4.797358019999999890e+00,8.872934009999999816e+00
4.797972940000000186e+00,8.873117470000000395e+00
4.799376549999999853e+00,8.873542949999999152e+00
4.800029079999999837e+00,8.873738749999999342e+00
4.800568949999999724e+00,8.873900759999999721e+00
4.800766620000000096e+00,8.873960190000000026e+00
4.801065770000000121e+00,8.874049810000000704e+00
4.801404719999999848e+00,8.874151279999999531e+00
4.802311219999999992e+00,8.874421440000000771e+00
4.804638899999999602e+00,8.875116780000000816e+00
4.804825740000000067e+00,8.875172479999999808e+00
4.805448959999999659e+00,8.875358190000000036e+00
4.806730240000000265e+00,8.875736690000000095e+00
4.806842669999999984e+00,8.875769939999999636e+00
4.807067520000000371e+00,8.875836230000000882e+00
4.808539999999999814e+00,8.876273870000000343e+00
4.810746309999999859e+00,8.876917849999999888e+00
4.810862529999999637e+00,8.876952010000000115e+00
4.810935230000000118e+00,8.876973400000000680e+00
4.810962260000000157e+00,8.876981300000000630e+00
4.810998289999999677e+00,8.876991820000000644e+00
4.811029829999999841e+00,8.877001099999999312e+00
4.811124490000000087e+00,8.877028700000000327e+00
4.811250600000000155e+00,8.877065310000000764e+00
4.815767499999999757e+00,8.878382240000000536e+00
4.818138710000000380e+00,8.879070419999999686e+00
4.819407970000000319e+00,8.879373069999999757e+00
4.820915339999999993e+00,8.879867259999999263e+00
4.822305580000000091e+00,8.880262650000000590e+00
4.823176830000000415e+00,8.880507420000000707e+00
4.824461490000000019e+00,8.880863359999999318e+00
4.825348289999999984e+00,8.881102849999999549e+00
4.825939359999999567e+00,8.881269160000000440e+00
4.826361859999999560e+00,8.881387820000000488e+00
4.826678860000000348e+00,8.881475730000000013e+00
4.828219830000000101e+00,8.881904499999999203e+00
4.828445229999999810e+00,8.881967330000000160e+00
4.828509669999999865e+00,8.881985269999999488e+00
4.828558020000000006e+00,8.881998709999999519e+00
4.828896489999999986e+00,8.882092300000000051e+00
4.830438189999999743e+00,8.882521280000000630e+00
4.830950360000000110e+00,8.882661369999999224e+00
4.831978730000000333e+00,8.882942429999999945e+00
4.832831610000000389e+00,8.883177260000000075e+00
4.833116429999999575e+00,8.883255180000000806e+00
